,sentence,field,form_subj,lemma_subj,form_verb,lemma_verb,form_obj,lemma_obj,clean
2878,Paul ändrade ett ord i första versen.,прятать,paul,paul,ändrade,ändra,ord,ord,True
2879,På vissa marknader bytte den också namn till Rover 100 för att anknyta till övriga modeller inom företaget.,прятать,den,den,bytte,byta,namn,namn,True
2880,PCD bytte namn till Riis Cycling A/S samma år.,прятать,pcd,pcd,bytte,byta,namn,namn,True
2881,Petter bytte modell från Citroën Xsara WRC till Citroën C4 under slutet av 2009.,прятать,petter,pett,bytte,byta,modell,modell,True
2882,"Pinnock är känd för teologiska ""resor"" där han i sanningssökandets namn frimodigt har bytt ståndpunkt i flera grundläggande frågor.",прятать,han,han,bytt,byta,ståndpunkt,ståndpunkt,True
2883,Pippin bytte dock sida efter slaget vid Colmar 833 och bidrog till faderns död.,прятать,pippin,pippi,bytte,byta,sida,sida,True
2884,"Planen iscensattes aldrig, eftersom Mao ändrade sin resrutt.",прятать,mao,mao,ändrade,ändra,resrutt,resrutt,True
2885,Planen utfördes efter att Churchill hade sagt åt Auchinleck att om han inte ändrade sin passiva hållning och gick på offensiven så skulle han ersättas.,прятать,han,han,ändrade,ändra,hållning,hållning,True
2886,"Plötsligt påminns Stig om sitt förflutna, vilket kanske förändrar allt.",прятать,vilket,vilken,förändrar,förändra,allt,all,True
2887,"Polhem, som efter alla motgångar tänkt lägga ner urmakeriet, ändrade sig då han märkte att brorsonen visade anlag för urmakeri.",прятать,polhem,polhem,ändrade,ändra,sig,sig,True
2888,Popp övertog ledningen av fabriken som samtidigt bytte namn till Bayerische Motorenwerke - BMW.,прятать,som,som,bytte,byta,namn,namn,True
2889,"Precis innan britterna och indierna kom hade portugiserna introducerat steknings- och marineringstekniker, liksom användning av kryddor som ändrade den milda kosten till aromatiska gryträtter.",прятать,som,som,ändrade,ändra,kosten,kost,True
2890,"Premiärsäsongen blev problematisk, hälften av de startande bilarna bröt och man bytte andreförare två gånger.",прятать,man,man,bytte,byta,gånger,gång,True
2891,"Principer Utifrån perspektivet av artificiella neuron och artificiella neurala nätverk, kan Hebbs teori användas för att beskriva hur man ska förändra viktningen mellan modell och neuron.",прятать,man,man,förändra,förändra,viktningen,viktning,True
2892,"Produktion Serien producerades av ett bolag som tidigare hetat AP Films, men som bytte namn till Century 21 Productions strax innan Thunderbirds började sändas.",прятать,som,som,bytte,byta,namn,namn,True
2893,"Produktion Serien producerades av ett bolag som tidigare hetat AP Films, men som bytte namn till Century 21 Productions strax innan Thunderbirds började sändas.",прятать,productions,production,bytte,byta,namn,namn,True
2894,"Programmet bytte även stavning till TV4Nyheterna, vilket även Vädret och Sporten gjorde.",прятать,programmet,program,bytte,byta,stavning,stavning,True
2895,Programmet har en lång historia och utvecklades först för Mac OS för att sedan anpassas för Mac OS X. För både Mac OS och Mac OS X har programmet anpassats när Apple bytte processorer i datorerna.,прятать,apple,apple,bytte,byta,processorer,processor,True
2896,"Provet går till som så att man droppar ninhydrin i lösningen, och om denna byter färg till lila, då finns det fria aminosyror.",прятать,denna,denna,byter,byta,färg,färg,True
2897,"PSDR bytte dock senare fot och ingick, i valet 2000, i den segrande koalitionen Socialdemokratiska pelaren tillsammans med bland annat PDSR.",прятать,psdr,psdr,bytte,byta,fot,fo,True
2898,Publicistisk verksamhet 1971 började Alternativ stad ge ut tidningen Almbladet som några år senare bytte namn till Klara Papper.,прятать,år,år,bytte,byta,namn,namn,True
2899,Racingklassen var till 1996 känd som Indycar (CART PPG IndyCar World Series) då den bytte namn till CART (CART FedEx Championship Series).,прятать,den,den,bytte,byta,namn,namn,True
2900,Rasen fick även byta namn till Leutstetten efter det nya stuteriet.,прятать,rasen,ras,byta,byta,namn,namn,True
2901,Rättigheterna till Targets produkter överfördes till dotterbolaget Target Interactive som bytte namn till Paradox Entertainment http://www.mobygames.com/company/paradox-interactive-ab (med bl.a. några av Targets grundare).,прятать,som,som,bytte,byta,namn,namn,True
2902,Rebellin bytte nationalitet till argentinare under några månader 2004.,прятать,rebellin,rebellin,bytte,byta,nationalitet,nationalitet,True
2903,"Redan den 1 juli 1605 bytte han emellertid bort Görväln till Svante Bielke mot åtta gårdar i Österby i Vallby socken, Uppland.",прятать,han,han,bytte,byta,görväln,görväln,True
2904,"Redan påföljande år bytte han förlag till Le Lombard och tidningen Tintin, där han fick möjlighet att verka som både tecknare och manusförfattare.",прятать,han,han,bytte,byta,förlag,förlag,True
2905,Redan två veckor senare (December 25) byter klubben namn till Royal Arsenal och heter idag Arsenal F.C. Okänt datum * De svenska socialdemokraterna erövrar majoriteten i Fackföreningarnas centralkommitté.,прятать,veckor,vecka,byter,byta,namn,namn,True
2906,"Regementet bytte 1963 namn till Skaraborgs regemente, och fick 1974 beteckningen P 4/Fo 35 efter att det slogs samman med Skaraborgs försvarsområde (Fo 35).",прятать,regementet,regement,bytte,byta,namn,namn,True
2907,Reglerar apoteksmarknaden TLV ansvarar för reglerna för hur apoteken byter dyrare läkemedel till de med samma verksamma innehåll men med lägst pris; det generiska utbytet.,прятать,apoteken,apotek,byter,byta,läkemedel,läkemedel,True
2908,Renoveringen Under efterkrigstiden minskade byggnadens popularitet och renoveringar under 1960-talet förändrade byggnadens utseende.,прятать,talet,tale,förändrade,förändra,utseende,utseende,True
2909,"Resultatet blir att månarna byter omloppsbana med varandra och börjar röra sig bort från varandra igen eftersom den främre månen nu har fått den lägsta, och därmed snabbaste, omloppsbanan.",прятать,månarna,måne,byter,byta,omloppsbana,omloppsban,True
2910,Resultatet blir att objektet i förgrunden förblir lika stort i bild samtidigt som bakgrunden ändrar storlek och tycks på så sätt komma närmare eller längre från förgrunden.,прятать,bakgrunden,bakgrund,ändrar,ändra,storlek,storlek,True
2911,Riksdagsinträdet och vidare 1987 bytte partiet namn till Kristdemokratiska Samhällspartiet (KdS).,прятать,partiet,parti,bytte,byta,namn,namn,True
2912,Riksrådets förändrade karaktär och uppgifter ändrade även dess ställning till riksdagen.,прятать,karaktär,karaktär,ändrade,ändra,ställning,ställning,True
2913,"Roadracing-VM 2014 bytte Nakagami stall till Idemitsu Honda Team Asia, som använde motorcyklar från Kalex.",прятать,roadracing,roadracing,bytte,byta,stall,stall,True
2914,Roboten ändrar därefter sin kurs för att genskjuta målet.,прятать,roboten,robot,ändrar,ändra,kurs,kurs,True
2915,Rotebro IS bytte då namn till det nuvarande namnet Rotebro IS Fotbollsförening.,прятать,rotebro,rotebro,bytte,byta,namn,namn,True
2916,Rotebro IS bytte då namn till det nuvarande namnet Rotebro IS Fotbollsförening.,прятать,fotbollsförening,fotbollsförening,bytte,byta,namn,namn,True
2917,Rottecknet kan föregås av ett rotindex (n i ) som ändrar värde beroende på värdet av exponenten vars bas man vill finna.,прятать,som,som,ändrar,ändra,värde,värde,True
2918,RS AWS bytte namn till bara RS.,прятать,aws,aws,bytte,byta,namn,namn,True
2919,Rundqvist byter ansvarsområde och blir ansvarig för utvecklings- och Europafrågor.,прятать,rundqvist,rundqvist,byter,byta,ansvarsområde,ansvarsområde,True
2920,"Runt 1730 hade han ändrat uppfattning och menade istället att högre kunskap inte är något man kan förvärva, den består istället helt och hållet av ingivelser.",прятать,han,han,ändrat,ändra,uppfattning,uppfattning,True
2921,"Runt sekelskiftet 2000, efter att företaget AC än en gång bytt ägare, dök en helt ny version upp, kallad AC Mk V, nu med inslag av kolfiber i en plastkaross.",прятать,ac,ac,bytt,byta,ägare,äga,True
2922,"Ruvande hona Under de sista ruvningsdagarna har som genomsnittlig uppehållstid på äggen fastställts 26 minuter, som växlar med en i genomsnitt tio minuter lång period utanför häckningshålet.",прятать,som,som,växlar,växla,period,period,True
2923,"Så jag behövde ändra mitt sound och utforska min artistiska mångsidighet.""",прятать,jag,jag,ändra,ändra,sound,sound,True
2924,Sakristian repareras och man ändrar belysningen i kyrkan.,прятать,man,man,ändrar,ändra,belysningen,belysning,True
2925,Säkten Gren har senare ändrat namnet till Green.,прятать,gren,gren,ändrat,ändra,namnet,namn,True
2926,Samma år byter även Disneyland Records namn till Walt Disney Records.,прятать,år,år,byter,byta,namn,namn,True
2927,Samma år byter även Disneyland Records namn till Walt Disney Records.,прятать,disneyland,disneyland,byter,byta,namn,namn,True
2928,Samma år bytte han till sig Österbottens regemente och tog till slut avsked 1772.,прятать,han,han,bytte,byta,år,år,True
2929,Samma år bytte hon namn till Maya Deren.,прятать,hon,hon,bytte,byta,namn,namn,True
2930,"Samma år skapade Rowland, Alesha Dixon och Pixie Lott T-shirts för River Island vars syfte var att förändra utsatta ungas liv.",прятать,syfte,syfte,förändra,förändra,liv,liv,True
2931,"Samma säsongen lade klubben Hemgårdspojkarna ner sin bordtennissektion, och många ungdomar bytte klubb till IFK Gävle.",прятать,ungdomar,ungdom,bytte,byta,klubb,klubb,True
2932,"Samtidigt ändrade man namnet från Herrljunga Bryggeri till Herrljunga Cider AB, som använts tidigare.",прятать,man,man,ändrade,ändra,namnet,namn,True
2933,Samtidigt ändrades namnet på Wike fjord till Älvsborgsfjorden.,прятать,namnet,namn,ändrades,ändra,fjord,fjord,True
2934,Samtidigt byter skolan på Norrtullsgatan namn till Cybergymnasiet Odenplan Söder.,прятать,skolan,skola,byter,byta,namn,namn,True
2935,Samtidigt bytte både priset och stiftelsen namn från Premios Príncipe de Asturias respektive Fundación Príncipe de Asturias till de nuvarande namnen.,прятать,priset,pris,bytte,byta,namn,namn,True
2936,"Samtidigt bytte förbundet sin lösen till ”Med Kristus, I kyrkan, Till tjänst.",прятать,förbundet,förbund,bytte,byta,lösen,lösen,True
2937,Samtidigt genomförs ett antal förändringar genom att ett stort antal kanaler byter plats.,прятать,kanaler,kanaler,byter,byta,plats,plats,True
2938,Samtidigt krävs att de byter ut VD:n och styrelsen.,прятать,de,de,byter,byta,vd,vd,True
2939,Samtidigt med nyhetsflytten bytte SVT också grafisk profil.,прятать,svt,svt,bytte,byta,profil,profil,True
2940,"Samtidigt som han tog Whites efternamn, ändrade han ordningen på förnamnen.",прятать,han,han,ändrade,ändra,ordningen,ordning,True
2941,Samtidigt var det dock han som såg till att göra Beatles mer salongsfähiga då han bytte deras läderjackor och något oborstade beteende mot den mer välklädda och välartade grupp som eftervärlden kommit att känna till.,прятать,han,han,bytte,byta,läderjackor,läderjacka,True
2942,Sången Mammy som framfördes i filmen förändrade filmmediet helt och hållet och innebar slutet på stumfilmstiden.,прятать,mammy,mammy,förändrade,förändra,filmmediet,filmmedium,True
2943,"Särartsfeminister däremot vill förändra värderingen av denna verklighet, vilka arbeten som anses ha hög status, vilka uppgifter som klassas som värdefulla och vad som i själva verket ska definieras som makt.",прятать,särartsfeminister,särartsfeminist,förändra,förändra,värderingen,värdering,True
2944,Särskilt Venus och Jorden har en aktiv geologi där vulkanutbrott och jordbävningar ständigt förändrar planetens yta.,прятать,vulkanutbrott,vulkanutbrott,förändrar,förändra,yta,yta,True
2945,Så småningom ändrade hon sig dock och gifte sig med honom.,прятать,hon,hon,ändrade,ändra,sig,sig,True
2946,Så småningom bytte orkestern namn till RUM:s blåsarsymfoniker.,прятать,orkestern,orkester,bytte,byta,namn,namn,True
2947,"Så småningom öppnade även restaurangen Ståhlbrands, som sedermera bytte namn till Kattegatt.",прятать,som,som,bytte,byta,namn,namn,True
2948,Säsongen 2010/2011 bytte Berglund klubb till Piteå HC i Division 1 där han gjorde 40 poäng (21+19) på 37 matcher.,прятать,säsongen,säsong,bytte,byta,klubb,klubb,True
2949,Säsongen 2011 bytte Nicki till Vargarna och körde där till 2013.,прятать,2011,2011,bytte,byta,nicki,nicki,True
2950,Säsongen 2016 bytte han stall till AGR Team och motorcykel till Kalex.,прятать,han,han,bytte,byta,stall,stall,True
2951,"Scandi Line byter namn till Color Scandi Line, men från årsskiftet 2001 blir det Color Line alltsammans.",прятать,line,line,byter,byta,namn,namn,True
2952,Schapers kommando opererade i området kring Płock (som bytte namn till Schröttersburg) och hans överordnade var Gestapo-chefen i Ciechanów (som bytte namn till Zichenau).,прятать,som,som,bytte,byta,namn,namn,True
2953,Schapers kommando opererade i området kring Płock (som bytte namn till Schröttersburg) och hans överordnade var Gestapo-chefen i Ciechanów (som bytte namn till Zichenau).,прятать,som,som,bytte,byta,namn,namn,True
2954,"Schindlerjuden Sol Urbach menade att Schindler från den tidpunkten ""ändrade sin uppfattning om nazisterna"".",прятать,schindler,schindla,ändrade,ändra,uppfattning,uppfattning,True
2955,Schüller har kommenterat att en kyrka inte är något man lämnar på samma sätt som man byter arbetsgivare eller lämnar en förening.,прятать,man,man,byter,byta,arbetsgivare,arbetsgivare,True
2956,"Schumacher vann fem titlar under perioden, vilket visade att Marlboro tagit rätt beslut när man bytte huvudstall i F1. 2007 fick bara Marlboro synas under tre lopp men trots det är avtalet mer värt än tidigare.",прятать,man,man,bytte,byta,huvudstall,huvudstall,True
2957,Scotophilus kuhlii och kanske även andra arter byter pälsfärg under årets lopp.,прятать,kuhlii,kuhlii,byter,byta,pälsfärg,pälsfärg,True
2958,Sedan ändrar han sitt utseende och lämnar staden.,прятать,han,han,ändrar,ändra,utseende,utseende,True
2959,"Sedan byter hjälmen ägare från Azur, till intendenten, till Kalle och slutligen till advokaten som alla själva vill bli herre över Nordamerika.",прятать,hjälmen,hjälm,byter,byta,ägare,äg,True
2960,Sedan dess åker varje år fyra klubbar ur och fyra går upp från de två lägre divisionerna. 2007/08 bytte divisionen namn till Conference Premier.,прятать,divisionen,division,bytte,byta,namn,namn,True
2961,Sedan han blev professor ändrade hans forskning delvis inriktning och har framförallt handlat om höns och domesticeringens effekter på beteendet.,прятать,forskning,forskning,ändrade,ändra,inriktning,inriktning,True
2962,Sedan juni 2008 har Universal Tube bytt domän till utubeonline.,прятать,universal,universal,bytt,byta,domän,doman,True
2963,"Sedan man förändrade tävlingen år 2002 med deltävlingar, Andra chansen och final var både Lionheart och Mariann Grammofon de enda på marknaden som var intresserade att deltaga.",прятать,man,man,förändrade,förändra,deltävlingar,deltävling,True
2964,Sedan säsongen 2011/2012 bytte arenan namn till First Niagara Center.,прятать,säsongen,säsong,bytte,byta,namn,namn,True
2965,"Sedermera bytte han artistnamn till P. Diddy, och under 2005 tog han bort P:et och började kalla sig enbart Diddy, eftersom ""P:et kom emellan honom och hans fans"".",прятать,han,han,bytte,byta,artistnamn,artistnamn,True
2966,"Sedermera bytte man namn till Glory och den första sättningen under det nya namnet bestod av Granvik, Förare, Ray Alex på sång, Jonas Sandkvist på keyboard och basisten Anders ""Andy"" Loos.",прятать,man,man,bytte,byta,namn,namn,True
2967,"Senare ändrade Billboard detta, så att även äldre album kunde komma in.",прятать,billboard,billboard,ändrade,ändra,detta,denna,True
2968,Senare ändrade man graden så att alla utbildade glidflygpiloter utnämndes till Flight Officer.,прятать,man,man,ändrade,ändra,graden,grad,True
2969,"Senare bytte kåren namn till Hemvärnets Musikkår Haninge, men framträdde även som Flottans musikkår och Flygvapnets musikkår Handen under 1980-talet.",прятать,kåren,kåre,bytte,byta,namn,namn,True
2970,Senare bytte man namn till Gideoniterna.,прятать,man,man,bytte,byta,namn,namn,True
2971,Senare bytte man namn till White Heart och i början av 1970-talet till bara Heart.,прятать,man,man,bytte,byta,namn,namn,True
2972,Senare bytte tidningen namn till Miljömagasinet och frigjorde sig helt från Miljöpartiet.,прятать,tidningen,tidning,bytte,byta,namn,namn,True
2973,Senare fördjupades hans kontakter med de lärda/vetenskapsmännen i samhället och då bytte han klädstil till deras stil.,прятать,han,han,bytte,byta,klädstil,klädstil,True
2974,Senare framkom det att hon ändrat sitt namn till Tania och nu sympatiserade med sina kidnappare SLA:s mål.,прятать,hon,hon,ändrat,ändra,namn,namn,True
2975,"Senare har gruppen dock ändrat sig och i en artikel med musiktidningen Spin 2009 uttryckte Dan Hawkins missnöje över albumet och sade bland annat att ""albumet aldrig skulle blivit av"".",прятать,gruppen,gruppen,ändrat,ändra,sig,sig,True
2976,"Senare kom Screensport att döpas om till Europeiska Sports Network, medan WH Smith Television Group ändrade namn till WHSTV.",прятать,wh,wh,ändrade,ändra,namn,namn,True
2977,Senare samma år bytte organisationen namn till Schutzstaffel (SS).,прятать,organisationen,organisation,bytte,byta,namn,namn,True
2978,"Senare trädde även godsägaren och riksdagsmannen Johan Nilsson i Hörlinge in i firman, som då bytte namn till Bech & Nilssons gjuteri & mek. verkstad, för att år 1898 åter byta namn till Hässleholms Mekaniska Verkstads AB.",прятать,som,som,bytte,byta,namn,namn,True
2979,Senna var dock bekymrad över McLarens prestanda och skrev kontrakt med Ferrari men han ändrade sig och stannade kvar i stallet även säsongen 1991.,прятать,han,han,ändrade,ändra,sig,sig,True
2980,SEO är ett tufft arbete då sökmotorerna ändrar sina algoritmer allt eftersom andra listar ut hur man kan förbättra placeringen för sidor.,прятать,sökmotorerna,sökmotor,ändrar,ändra,algoritmer,algoritm,True
2981,"Serien bytte plats från Seacouver till Paris vid mitten av säsongerna, förutom sjätte säsongen.",прятать,serien,serien,bytte,byta,plats,plats,True
2982,Series 90 1936 införde Cadillac nya benämningar på sina modellserier och V16-modellen bytte namn till Series 90.,прятать,benämningar,benämning,bytte,byta,namn,namn,True
2983,Service Vid stor service av maskiner är det vanligt att man byter ut alla o-ringar och packningar.,прятать,man,man,byter,byta,o,o,True
2984,"SF bytte mot Ivar Lo-Johanssons vilja originalnovellens titel till Tuppen, för detta erbjöds han och mottog ett ""ideellt skadestånd"" på 100 000 kronor.",прятать,vilja,vilja,bytte,byta,titel,titel,True
2985,"SFWA valde att 1985 ge honom utmärkelsen Grand Master, en utmärkelse som senare bytt namn till Damon Knight Memorial Grand Master Award.",прятать,som,som,bytt,byta,namn,namn,True
2987,"Sidney Haas publicerade en studie som rörde tio barn med celiaki. 8 av dem hade fått byta ut bröd, kex och potatis mot bananer, medan två av dem fick fortsätta äta som vanligt.",прятать,8,8,byta,byta,bröd,bröd,True
2988,"Simon är inte en lika organiserad person som Malou, och att försöka samsas förändrar bådas tillvaro.",прятать,person,person,förändrar,förändra,tillvaro,tillvaro,True
2989,Sin karriär avslutade han som 42-åring i Slavia Prag (som då bytt namn till Dynamo Prag).,прятать,som,som,bytt,byta,namn,namn,True
2990,Sistnämnda år bytte han emellertid tjänst med sin bror Engelbertus och blev följaktligen kyrkoherde i födelsesocknen Säbrå.,прятать,han,han,bytte,byta,tjänst,tjänst,True
2991,Skägget bytte plats inför varje nytt reportage.,прятать,skägget,skägg,bytte,byta,plats,plats,True
2992,Skeppet bytte 1685 namn till Göta Rike och 1694 till Prins Karl.,прятать,skeppet,skepp,bytte,byta,namn,namn,True
2993,"Skillnaden mellan ornament och trop är att ornamentet inte ändrar ordets betydelse, utan endast placerar orden på särskilda sätt.",прятать,skillnaden,skillnad,ändrar,ändra,betydelse,betydelse,True
2994,"Skillnaden mellan ornament och trop är att ornamentet inte ändrar ordets betydelse, utan endast placerar orden på särskilda sätt.",прятать,ornamentet,ornament,ändrar,ändra,betydelse,betydelse,True
2995,Skivbolaget Spinefarm satte sedan ihop en skiva (The End of This Chapter) som de släppte i maj 2006 för att få ut så mycket som möjligt av kontraktet med Sonata Arctica eftersom de skulle byta skivbolag.,прятать,de,de,byta,byta,skivbolag,skivbolag,True
2996,"Skolan bytte år 2007 namn till AWARE (Ange Wilderness Advanced Rescue Education), i samband med en konflikt med företaget som hade hand om utbildningens räddningsrelaterade profilämnen. 2008 startade AWPE-gymnasiet upp på nytt, som en friskola.",прятать,skolan,skola,bytte,byta,namn,namn,True
2999,Släkten Sandelin Hans sonsons son Johan (född 1667) ändrade efternamnet till Sandelin.,прятать,son,son,ändrade,ändra,efternamnet,efternamn,True
3000,Släkten till Jakob i Sverige har efterhand bytt efternamn till det mer svenskklingande efternamnet Idenås.,прятать,släkten,släkten,bytt,byta,efternamn,efternamn,True
3001,"Slottet är byggt i gråsten, något förändrat i slutet av 1800-talet och på 1960-talet.",прятать,något,någon,förändrat,förändra,talet,tal,True
3002,Slottet bytte flera gånger ägare under de följande århundradena tills det slutligen övergick i delstaten Steiermarks ägo år 1983.,прятать,slottet,slott,bytte,byta,ägare,äga,True
3004,Snusmärket har bytt namn till Byron Anis.,прятать,snusmärket,snusmärken,bytt,byta,namn,namn,True
3005,Socialstyrelsen har ändrat rekommendationerna till att inte ge vaccinet till personer under 18 år efter att Pandemrix på EU-nivå förlorat sin behandlingsrekommendation för ungdomar och barn.,прятать,socialstyrelsen,socialstyrelse,ändrat,ändra,rekommendationerna,rekommendation,True
3006,Söder om Hjällbo byter man idag från höger- till vänstertrafik.,прятать,man,man,byter,byta,söder,söder,True
3007,"Som är vanligt i muntlig tradition har enskilda sångare bytt melodi till en text, ändrat en melodi eller själv skapat en ny.",прятать,enskilda,enskild,bytt,byta,melodi,melodi,True
3008,Sommaren 1996 gick Bondevik ut offentligt och kungjorde att han hade ändrat uppfattning i frågan om kvinnors tillträde till präst ämbetet och inte längre menade att detta var i strid med Bibelns lära.,прятать,han,han,ändrat,ändra,uppfattning,uppfattning,True
3009,Sommaren 2009 bytte bolaget namn till Bixia.,прятать,bolaget,bolag,bytte,byta,namn,namn,True
3010,"Som närmast kom NEAR 540 km över jordytan, vilken ändrade rymdsondens inklination från 0,5° till 10,2° och dess aphelieavstånd från 2,17 till 1,77 AU, vilket är nära Eros banelement.",прятать,inklination,inklination,ändrade,ändra,au,au,True
3011,"Som vuxen ändrade han sitt namn först till John Stannerman, och senare till John Ausonius.",прятать,han,han,ändrade,ändra,namn,namn,True
3012,Spännande kvällsbelysning som ändrar färg finns vid den gamla rampen/slipen och på stenväggen mot platån.,прятать,som,som,ändrar,ändra,färg,färg,True
3013,Spänningsstöten medför att reläet växlar kontakt mellan de två fältlindningarna för fram- respektive backgång.,прятать,reläet,relä,växlar,växla,kontakt,kontakt,True
3014,"Spelare kan ansluta The Last of Us till sitt Facebook -konto, vilket förändrar klanmedlemmarnas namn och ansikten till att matcha spelarnas Facebook-vänner.",прятать,vilket,vilken,förändrar,förändra,namn,namn,True
3015,Spelare kane kan byta tröjor om de vill.,прятать,kane,kane,byta,byta,tröjor,tröja,True
3016,"Spelaren kan anpassa inredningen i byggnaderna, men man kan inte förändra strukturen eller formen på dem.",прятать,man,man,förändra,förändra,strukturen,struktur,True
3017,"Spelaren kan när som helst byta vapen, även under strid.",прятать,spelaren,spelare,byta,byta,vapen,vapen,True
3018,Spelaren kan uppgradera Ratchets robotkamrater med bättre och kraftigare vapen och man kan också byta färg på dem.,прятать,man,man,byta,byta,färg,färg,True
3021,Springfield går mot seger inför sista slaget då Burns byter ut Strawberry mot Simpson eftersom spelaren i motståndarlaget är vänsterhänt vilket inte uppskattas av publiken.,прятать,burns,burn,byter,byta,strawberry,strawberry,True
3022,"SSR bytte 1993 namn till det nuvarande, Akademikerförbundet SSR.",прятать,ssr,ssr,bytte,byta,namn,namn,True
3023,"Staden ändrade officiellt sitt namn 2011, från Embu till Embu das Artes.",прятать,staden,stad,ändrade,ändra,namn,namn,True
3024,Staden bytte namn till Montjegorsk den 25 november 1935 och beviljades stadsrättigheter 1937.,прятать,staden,stad,bytte,byta,namn,namn,True
3025,Staden bytte redan 1839 namn till Florence.,прятать,staden,stad,bytte,byta,namn,namn,True
3026,"Staden var tidigare känd som Karayazi, men man bytte namn efter en närliggande slottsruin Qaratepe.",прятать,man,man,bytte,byta,namn,namn,True
3027,Stadion invigdes 1947 som Gradskistadion men i samband med en större renovering 2008 bytte man namnet till det nuvarande.,прятать,man,man,bytte,byta,namnet,namn,True
3028,Stadiums XXL butiker har därefter bytt namn och heter Stadium +.,прятать,butiker,butik,bytt,byta,namn,namn,True
3029,"Stadsrättigheter erhölls 1926. 1931 bytt staden namn till Krasnopartizansk (ryska Краснопартиза́нск) och igen 1936, till Kujbysjevka Vostochnaja (ryska Ку́йбышевка Восто́чная), för att 1957 få sitt nuvarande namn.",прятать,staden,stad,bytt,byta,namn,namn,True
3030,Stand up-klubben bytte lokaler till Hilton Stockholm Slussen under 2012.,прятать,klubben,klubb,bytte,byta,lokaler,lokal,True
3032,"Statistik 500GP Delsegrare Slutställning 250GP Max Biaggi tog ännu en VM-titel, hans fjärde i karriären innan han bytte upp sig till 500GP.",прятать,han,han,bytte,byta,sig,sig,True
3033,"Stävarna var likformiga och vid vändning under kryss blev förstäven en akterstäv, styråran fick då byta plats.",прятать,styråran,styråran,byta,byta,plats,plats,True
3034,"Sten Svantesson ändrade också namn till Sten Sture, en hänvisning till Sten Sture den äldre som han inte alls var släkt med.",прятать,svantesson,svantesson,ändrade,ändra,namn,namn,True
3035,"Sten Svantesson ändrade också namn till Sten Sture, en hänvisning till Sten Sture den äldre som han inte alls var släkt med.",прятать,svantesson,svantesson,ändrade,ändra,namn,namn,True
3036,Stephen Marshall som byter plats med piloten för att flyga tillbaka med advokaten.,прятать,som,som,byter,byta,plats,plats,True
3037,"Stjärnan lånades sedermera av den socialistiska internationalen, som ändrade färgen till röd.",прятать,som,som,ändrade,ändra,färgen,färg,True
3038,Stockholms justitieborgmästare Johan Lilliecrantz (Westerman) bytte på 1600-talet till sig Råcksta egendom från Danviks hospital för att komma närmare Stockholm.,прятать,johan,johan,bytte,byta,talet,tal,True
3039,Stockholms stad bytte då Hötorgsfastigheten mot den fastighet där Åhléns City numera finns.,прятать,stad,stad,bytte,byta,hötorgsfastigheten,hötorgsfastighet,True
3040,Stockholms stad bytte Hötorgsfastigheten mot den fastighet där Åhléns City numera finns.,прятать,stad,stad,bytte,byta,hötorgsfastigheten,hötorgsfastighet,True
3041,"Storgatan upphör slutligen strax norr om denna plats, där den byter namn till Snäckvikshamnen.",прятать,den,den,byter,byta,namn,namn,True
3042,Storhertigdömet bytte 1816 sitt namn till Storhertigdömet Hessen och vid Rhen ( tyska : Großherzogtum Hessen und bei Rhein).,прятать,storhertigdömet,storhertigdöm,bytte,byta,namn,namn,True
3043,Stor högvaktavslösning Avgående och pågående vakt byter plats.,прятать,vakt,vakt,byter,byta,plats,plats,True
3044,"Stormen Gudrun förändrade mycket av banans ursprungliga design, och nu liknar den mer en hedbana.",прятать,gudrun,gudrun,förändrade,förändra,design,design,True
3045,Största problemet är att oförmärkt kunna växla in alla mindre sedlar i större valörer.,прятать,problemet,problem,växla,växla,sedlar,sedel,True
3046,"Stouffer förlorade målet, blev dömd för att ha lämnat in falska papper och för att ha givit falskt vittnesmål, då hon ändrat böckernas titel efter Harry Potter-böckernas tillkomst.",прятать,hon,hon,ändrat,ändra,titel,titel,True
3047,"Strax därefter bytte tidningen L'Uomo Mascherato förlag till Fratelli Spada, som blivit mest förknippad med produktionen av italienska Fantomenäventyr.",прятать,l,l,bytte,byta,förlag,förlag,True
3048,Strax före kriget 1939 bytte företaget namn till Gerhard Fieseler Werke.,прятать,företaget,företag,bytte,byta,namn,namn,True
3049,"Strzempka går med i det svenska bandet Backdraft 2003, som byter namn till Odin Grange.",прятать,som,som,byter,byta,namn,namn,True
3050,"Sundbeck sålde sitt hotell 1857 till en tidigare kurhusföreståndare C. G. Granberg, vilken drev rörelsen i tre år under det tidigare namnet, men år 1860 ändrade han namnet till Royal.",прятать,han,han,ändrade,ändra,namnet,namn,True
3051,SuperBot är en typ av robot som kan förändra storlek och form beroende på behov.,прятать,som,som,förändra,förändra,storlek,storlek,True
3052,"Super Swede hette från början Swede Deluxe, men efter att ha testats av tidningen International Musician and Recording i november 1978, där skribenten var så imponerad av gitarren att han helt enkelt kallade den Super Swede, ändrade Hagström namnet.",прятать,super,super,ändrade,ändra,namnet,namn,True
3053,"Svårt psykossjuka kan även uppleva att de kan förändra världen, andra personers beteende eller till och med väderleken på telepatisk väg, eller genom magiskt tänkande eller magiska handlingar.",прятать,de,de,förändra,förändra,världen,värld,True
